chr pos1 pos2 r2_wht r2_cmn r2_cbr n_snps_wht pi_wht tajd_wht n_snps_cmn pi_cmn tajd_cmn n_snps_cbr pi_cbr tajd_cbr fst_wht_cbr fst_wht_cmn fst_cbr_cmn
chrVIII 18525001 18600000 0.101574279239439 0.0919339464961352 0.0630902402981412 96 8.6055e-05 -1.27275 95 8.8178e-05 -1.19384 59 8.61005e-05 -0.463725 0.0146816 0.00166192 0.0162261
chrVIII 18600001 18675000 0.0852143618352422 0.0948174232259162 0.052021634025044 94 9.19226e-05 -1.29371 101 9.57444e-05 -1.36462 57 0.000100985 -0.387847 0.00135121 0.000307906 0.00310496
chrVIII 18675001 18750000 0.0773930968581586 0.104831443048709 0.0707866412826612 55 5.49625e-05 -1.26777 43 5.02862e-05 -0.849852 33 5.93449e-05 -0.342231 0.0131491 0.011291 0.0139669
chrVIII 18750001 18825000 0.101579169257179 0.0625062049994044 0.062685817117729 54 3.39568e-05 -1.68314 53 3.45843e-05 -1.57382 43 4.40532e-05 -1.29057 0.00505167 0.000379518 -0.00385591
chrVIII 18825001 18900000 0.0971172128488459 0.090521086363399 0.0612178171089656 49 3.08874e-05 -1.71833 48 2.7959e-05 -1.7916 35 3.87495e-05 -1.12759 0.00736513 0.009823 0.0270448
chrVIII 18900001 18975000 0.086752316402045 0.0670400339226328 0.0553168086127512 71 7.30492e-05 -0.692566 77 7.83435e-05 -0.831726 56 0.000103242 -0.0213831 0.0168277 -0.00354734 0.0150952
chrVIII 18975001 19050000 0.0763402294023404 0.0903366445047233 0.066386494629727 54 6.65946e-05 -0.41339 60 6.61305e-05 -0.714236 46 7.85191e-05 -0.2655 0.00867267 0.00317129 0.0207294
chrVIII 19050001 19125000 0.122864005452695 0.054347393811553 0.0765664176767677 30 2.71188e-05 -1.13646 30 2.81276e-05 -1.11727 18 3.16107e-05 -0.147556 0.0117742 -0.00169773 0.0233007
chrVIII 19125001 19200000 0.0720104770310449 0.0581442639941941 0.0490422415737523 54 4.94939e-05 -1.11174 48 4.84648e-05 -0.92404 30 5.81729e-05 -0.158221 0.00912562 0.000988067 0.0168131
chrVIII 19200001 19275000 0.142625757012935 0.164843570139288 0.185340978602061 54 7.13651e-05 -0.814695 60 7.42889e-05 -0.903082 43 8.3418e-05 -0.222239 0.00969651 0.00996255 0.000571299
chrVIII 19275001 19350000 0.0494055432760829 0.119231108313492 0.0828152599864719 20 3.02864e-05 -0.681246 18 2.82047e-05 -0.507169 14 2.94962e-05 -0.0462366 -0.000262651 0.00681665 0.0249584
chrVIII 19350001 19425000 0.132564461278415 0.14759823606383 0.121583780610625 66 3.53128e-05 -1.76421 60 3.56325e-05 -1.58479 47 4.6594e-05 -1.41706 0.00131811 -0.00151855 0.00233874
chrVIII 19425001 19500000 0.106214357770863 0.0669178222104611 0.0684454836976912 60 3.73134e-05 -1.78388 65 4.38428e-05 -1.73224 36 3.86152e-05 -1.34648 0.00372432 -0.00239563 0.00174933
chrVIII 19500001 19575000 0.0881536923882955 0.0813792127407407 0.161429828503201 32 2.10113e-05 -1.6528 24 2.11814e-05 -1.13645 17 2.22428e-05 -0.571496 0.012554 0.00167321 -0.00223344
chrVIII 19575001 19650000 0.124231281750666 0.119309602600421 0.141234882620487 72 4.96093e-05 -1.67669 84 5.21549e-05 -1.80795 67 5.27663e-05 -1.86164 0.0236532 0.0017061 0.00940054
chrVIII 19650001 19725000 0.116044580266234 0.0715986488095238 0.084537550995671 53 2.89919e-05 -2.08274 42 2.78355e-05 -1.83318 31 2.58806e-05 -1.64101 0.00691166 -0.00635659 0.00335427
chrVIII 19725001 19800000 0.122418252648886 0.102905669213086 0.116216109583409 37 3.04419e-05 -1.58753 45 3.54746e-05 -1.66991 30 3.23354e-05 -1.43626 0.026753 0.000934678 0.0158691
chrVIII 19800001 19875000 0.0543173864418788 0.0747113958024691 0.0795731485714286 37 2.749e-05 -1.11481 33 2.58648e-05 -1.16625 20 2.96074e-05 -0.385421 0.030665 0.020489 -0.00277269
chrVIII 19875001 19950000 0.0648110322333423 0.0739009023575937 0.0882979635817625 43 5.04328e-05 -0.807442 40 4.87567e-05 -0.695397 28 5.86086e-05 -0.0373369 0.0125754 0.0103045 0.0459201
chrVIII 19950001 20025000 0.0589113668240454 0.0627454552608543 0.097637663974359 40 3.39961e-05 -1.67777 35 3.26969e-05 -1.47894 32 3.11576e-05 -1.62962 0.00627908 0.00408813 0.0213636
chrVIII 20100001 20175000 0.0840610797821485 0.0964076634662723 0.0928601732469462 55 3.81566e-05 -1.75398 63 3.6984e-05 -1.80978 45 5.03405e-05 -1.24114 0.0481399 0.00962473 0.0212463
chrVIII 20175001 20250000 0.193144825010823 0.0873925478769841 0.115184541753888 42 2.69127e-05 -1.77023 38 2.68115e-05 -1.64075 28 2.51153e-05 -1.40069 0.0285583 0.0293111 0.000490095
chrVIII 20250001 20325000 0.130658407175537 0.102881095285027 0.150119239310976 38 2.59547e-05 -1.58597 44 2.86496e-05 -1.63185 37 2.90165e-05 -1.71738 0.0176673 0.00639318 0.0132555
chrVIII 20325001 20400000 0.170663879742757 0.147641264622804 0.0681561145631159 64 2.67667e-05 -2.16856 55 3.02492e-05 -1.89418 28 3.29625e-05 -1.01695 0.0100652 0.000700387 0.0060037
chrVIII 20400001 20475000 0.0633001901455026 0.0752437156318681 0.133598175331246 20 2.77236e-05 -0.337455 32 2.79918e-05 -1.11877 28 3.14122e-05 -0.92444 0.0115331 -0.00574928 0.0099734
chrVIII 20475001 20550000 0.056395565 0.0945754866666667 0.0686686375 19 2.05001e-05 -1.20399 17 1.89013e-05 -1.02289 18 2.11738e-05 -1.16558 0.015494 0.00860449 0.0356582
chrX 1 75000 0.036110475 0.2476927125 NA 16 9.18096e-06 -1.53669 14 1.03622e-05 -1.12242 11 7.76535e-06 -0.987512 0.00626848 -0.00527713 -0.00140912
chrX 75001 150000 0.122124597165381 0.103189223357085 0.0771549421678206 63 6.84133e-05 -1.07546 49 6.88017e-05 -0.505396 39 7.02111e-05 -0.1158 0.0032146 0.00384761 0.00300458
chrX 150001 225000 0.0894924986944445 0.1299495767718 0.111137601375661 50 4.48125e-05 -1.47725 43 3.6719e-05 -1.45464 35 3.75277e-05 -1.36512 0.00209753 0.0362683 0.0297614
chrX 225001 3e+05 0.121317192901235 0.37698584 0.193308412 13 2.08016e-05 -0.34122 10 1.6676e-05 0.161616 13 2.25422e-05 -0.132224 0.0767632 0.0308995 0.011305
chrX 300001 375000 0.0726499034410431 0.0351682071428571 0.0327027269047619 28 1.66924e-05 -1.64924 15 1.52629e-05 -0.839783 13 1.57089e-05 -0.57896 0.0218071 0.011752 -0.00310343
chrX 375001 450000 0.10683075783116 0.103418207144061 0.0638876953524327 36 2.71926e-05 -1.43892 32 2.84144e-05 -1.31386 24 3.20551e-05 -0.883086 -0.000753742 0.00815187 -0.00212328
chrX 450001 525000 0.12838384142513 0.163365546035035 0.119422537449672 70 5.6001e-05 -1.77617 54 4.24279e-05 -1.68784 39 4.79485e-05 -1.2023 0.0680322 0.0646439 -0.00426733
chrX 525001 6e+05 0.117524330170455 0.109986403348214 0.137772558333333 23 2.14782e-05 -1.24981 29 2.11687e-05 -1.57795 19 1.91513e-05 -1.42589 0.00796106 0.0117413 0.00180506
chrX 600001 675000 0.102604298330661 0.0716419163359788 0.0803390367239859 53 4.24352e-05 -1.25379 46 4.73766e-05 -0.853211 37 5.96271e-05 -0.451123 0.0195514 0.00385319 0.0101697
chrX 675001 750000 0.137388293967452 0.0291821848823529 0.062531030047954 33 1.43836e-05 -1.90766 15 1.04758e-05 -1.11698 13 1.53493e-05 -0.805214 0.0256746 0.029109 0.0119014
chrX 750001 825000 0.0790196649065518 0.113299446601038 0.119990993356922 40 1.99217e-05 -2.00699 45 2.15927e-05 -2.08441 39 3.18245e-05 -1.8092 0.00765733 -0.00165771 0.00531592
chrX 825001 9e+05 0.0902935542702822 0.0508693558482143 0.116523480421245 38 1.54566e-05 -2.19831 23 1.11346e-05 -1.93717 19 1.43964e-05 -1.68273 -0.00154537 0.0714356 0.0372798
chrX 900001 975000 0.136416676366582 0.14133244085034 0.0874389458869856 31 4.0471e-05 -0.24617 38 4.2005e-05 -0.763338 30 4.84468e-05 -0.0602097 0.0129567 0.0154197 0.00747509
chrX 975001 1050000 0.0861465255555555 0.0479458192857143 0.0694887805952381 6 1.92848e-06 -1.41498 7 3.18765e-06 -1.15781 4 2.64809e-06 -0.468667 0.0609576 0.0524525 -0.00660774
chrX 1050001 1125000 0.108842874102111 0.0911534522047793 0.08873021 34 2.11765e-05 -1.24263 32 2.88271e-05 -0.983052 32 3.59536e-05 -1.2562 -0.00298106 0.00135397 -0.00283376
chrX 1125001 1200000 0.77834756802399 0.738655016397908 0.688705491424964 13 3.03646e-05 2.18949 13 2.80868e-05 2.04816 12 2.58283e-05 2.18125 0.0725878 -0.00164041 0.0262614
chrX 1275001 1350000 0.0677668895876509 0.0502045837342886 0.0813151111304219 22 1.48359e-05 -0.801529 19 1.78087e-05 -0.395161 19 2.39839e-05 -0.743589 0.00679904 -0.00463869 0.00246141
chrX 1350001 1425000 0.0706334439319407 0.0657214073871973 0.069527723900019 47 7.65701e-05 -0.0325562 43 7.73631e-05 0.276686 37 8.03876e-05 0.423114 0.0199111 0.00720432 0.0329907
chrX 1425001 1500000 0.079177328997114 0.0622271733882784 0.0623662110129576 25 5.38047e-05 0.682325 42 5.3987e-05 -0.570284 24 5.73064e-05 0.777621 0.0090872 0.00105654 0.00332717
chrX 1500001 1575000 0.0428672834353147 0.104865725676742 0.0680404194056706 24 3.3847e-05 -0.465954 25 3.70631e-05 -0.402263 16 3.85179e-05 0.418991 0.011714 0.0155346 0.00311595
chrX 1575001 1650000 0.125507669081085 0.12663873357432 0.0674339514659583 46 2.69883e-05 -1.72688 47 3.37079e-05 -1.59109 40 3.93262e-05 -1.52042 0.00723126 0.00756214 0.00797247
chrX 1650001 1725000 0.100170525 NA 0.0766139138888889 25 1.82285e-05 -1.62919 25 1.61161e-05 -1.64475 17 1.88596e-05 -1.17596 0.00891396 0.00688566 -0.00507552
chrX 1725001 1800000 0.0374938100961538 0.0293546446428571 0.0259560323076923 5 4.00717e-06 -1.00349 7 3.76699e-06 -1.23888 2 4.62397e-06 0.149515 -0.00753992 0.0304584 0.0274532
chrX 1800001 1875000 0.236126406952381 0.113888257483329 0.275706635246032 32 3.99438e-05 -1.09578 36 3.67872e-05 -1.40863 18 3.45782e-05 -0.406736 0.00126261 0.0118282 0.0329032
chrX 1950001 2025000 0.104070236547619 0.23766950202381 0.0902730199404762 24 1.07079e-05 -2.01402 18 1.14199e-05 -1.64199 11 1.45546e-05 -0.969868 0.00615591 -0.00701285 0.00617853
chrX 2025001 2100000 0.0541198173007709 0.0769146137407407 0.0568330273076923 25 1.6976e-05 -1.62698 23 1.39944e-05 -1.71244 18 2.01216e-05 -1.2406 0.0184752 0.0471495 0.00126829
chrX 2100001 2175000 0.0757623153894045 0.0566225094388663 0.0535742061782148 36 6.64846e-05 0.0931131 42 7.14415e-05 -0.135881 28 7.73932e-05 0.951047 0.00741923 0.00613243 -0.000728663
chrX 2175001 2250000 0.0716864687155012 0.0733354377868683 0.0823473778575171 46 7.15716e-05 -0.10044 46 6.9079e-05 -0.125514 34 8.03334e-05 0.759504 0.0581782 0.0158386 0.0535415
chrX 2250001 2325000 0.0883871517857143 0.126418070833333 0.0615322475694444 28 2.136e-05 -1.52896 23 1.98719e-05 -1.25161 16 1.85124e-05 -0.863144 0.0105147 0.00514872 0.0116138
chrX 2325001 2400000 0.109112317745896 0.0728631848872424 0.0789171207866839 20 2.83299e-05 -0.113158 22 3.23606e-05 -0.116681 18 4.07535e-05 0.342339 0.0415134 0.0179039 0.0254493
chrX 2400001 2475000 0.0846918712743981 0.0954287135833333 0.0588139888236961 46 4.92498e-05 -1.16545 42 4.82049e-05 -1.02494 29 5.02193e-05 -0.428958 0.0131656 0.00188938 0.0136319
chrX 3000001 3075000 0.0522357 0.0710176833333333 0.122007161111111 10 1.31902e-05 -0.382922 9 1.31574e-05 -0.262449 7 1.57085e-05 0.407009 0.00717207 0.0202353 0.00157983
chrX 3075001 3150000 0.140999439475108 0.146787102454545 0.132907999536322 28 3.4787e-05 -0.699716 25 3.81432e-05 -0.116957 24 3.94894e-05 -0.00865461 0.00673881 0.0108869 0.00594623
chrX 3150001 3225000 0.0279048106547619 0.0305380070833333 0.0482712598214286 8 2.40898e-05 1.12995 11 2.34666e-05 0.274064 7 2.01366e-05 0.76072 0.0126689 -0.00463657 0.00991648
chrX 3225001 3300000 0.0589046515320211 0.0487188752198773 0.0557068356318944 21 2.62091e-05 -0.440421 17 3.0232e-05 0.352974 15 3.0672e-05 0.254981 0.0167912 0.0056412 0.0119265
chrX 3300001 3375000 0.09756080873682 0.0917951494709997 0.0614863783418579 66 7.23813e-05 -1.00929 64 7.14606e-05 -0.858389 48 8.63927e-05 -0.0619021 0.00538966 0.0140014 0.00961806
chrX 3375001 3450000 0.126443081231345 0.074524270176772 0.0765331925854832 99 7.54335e-05 -1.57153 80 7.83792e-05 -1.1748 63 9.46553e-05 -0.834481 0.0191291 0.00876695 0.000619662
chrX 3450001 3525000 0.100339233818853 0.0869070290951566 0.109033618303064 81 8.00973e-05 -1.40608 80 8.23389e-05 -1.35134 67 9.53263e-05 -1.08406 0.011763 0.00302844 0.017089
chrX 3525001 3600000 0.111213112169913 0.0532311634722222 0.0374773706944444 47 2.86314e-05 -1.80849 42 2.86658e-05 -1.57452 27 3.76255e-05 -1.00931 0.000172407 -6.76986e-05 -5.60585e-05
chrX 3600001 3675000 0.068864782706068 0.0805711173607898 0.0431283052231196 39 3.37322e-05 -1.26423 27 3.42297e-05 -0.542923 17 4.06067e-05 0.488692 -0.00146912 0.00386764 0.00243238
chrX 3675001 3750000 0.0860254694460614 0.0870114492036159 0.0873817859796808 81 8.99813e-05 -0.955975 73 8.43697e-05 -0.800772 57 9.96277e-05 -0.293759 0.00261729 0.000990914 0.00982126
chrX 3750001 3825000 0.0960515736928105 0.0597262517006803 0.0752621508608059 20 1.57841e-05 -1.48019 26 1.61759e-05 -1.71734 17 1.8829e-05 -1.31629 0.0448038 -0.00191235 0.0357329
chrX 3825001 3900000 0.1397797200529 0.117140600379772 0.0887683546570685 76 4.28765e-05 -1.89937 72 4.03368e-05 -1.8841 49 4.97602e-05 -1.54366 0.00732431 0.000721285 0.0105644
chrX 3900001 3975000 0.118426203635669 0.0953515525653123 0.0971305007274631 64 5.75483e-05 -1.63345 57 5.23855e-05 -1.53769 48 5.90142e-05 -1.20803 9.33819e-05 0.00147573 -0.000473174
chrX 3975001 4050000 0.0998862415204525 0.11663798774105 0.0796758991232373 40 3.92158e-05 -1.05851 44 3.72716e-05 -1.19237 28 4.82447e-05 -0.0747033 0.00506148 0.00537165 0.0104819
chrX 4050001 4125000 0.110467779118631 0.108846477129178 0.094961053926734 70 4.4164e-05 -1.53357 67 4.55274e-05 -1.46006 43 4.32194e-05 -1.13087 0.0287394 0.0316772 0.000421364
chrX 4125001 4200000 0.100787815081265 0.0984804036926178 0.0668971567012512 70 4.90733e-05 -1.75134 66 5.00776e-05 -1.65275 38 5.04833e-05 -1.03563 0.0195255 0.00603085 0.0105256
chrX 4200001 4275000 0.112859332141053 0.0686091220816513 0.072352341012506 48 4.93665e-05 -1.33277 46 4.75384e-05 -1.29974 33 4.90263e-05 -0.874769 0.00903662 0.000863702 0.00481331
chrX 4275001 4350000 0.0731716622566878 0.0408701594083694 0.055934763968254 39 1.97748e-05 -1.82712 47 2.13819e-05 -1.99376 20 2.56479e-05 -0.968169 0.0036429 0.0127803 0.0108315
chrX 4350001 4425000 0.104148055413904 0.0721762994907407 0.0831129142615718 37 3.1889e-05 -1.03194 37 3.40148e-05 -1.12575 30 4.22297e-05 -0.924587 0.104515 0.0769367 0.0116596
chrX 4425001 4500000 0.112630242357486 0.0513567266636142 0.098960236318438 35 3.84838e-05 -1.18883 34 3.74357e-05 -1.142 29 3.98671e-05 -1.0656 0.00202755 -0.00431451 0.0060745
chrX 4500001 4575000 0.150898360608667 0.168146396766204 0.0799275483809524 38 1.89817e-05 -1.88386 32 2.06971e-05 -1.55509 24 2.63427e-05 -1.3179 0.0158876 0.00765529 0.0061575
chrX 4575001 4650000 0.0819432634219498 0.0768939830324285 0.0907996070885103 55 3.38681e-05 -1.94409 49 3.605e-05 -1.73998 29 3.86581e-05 -1.10048 0.00840372 0.00274479 0.0210018
chrX 4650001 4725000 0.082352214154512 0.0866649677923542 0.0904385788246937 89 0.00010106 -1.0668 81 0.000101011 -0.831911 71 0.000104353 -0.954526 0.0183057 0.00273096 0.00430296
chrX 4725001 4800000 0.0634314285428338 0.0780722139054597 0.0583340081046731 38 2.71898e-05 -1.47179 46 2.90762e-05 -1.62381 29 4.00205e-05 -1.03007 0.0194738 -0.000657014 0.0059071
chrX 4800001 4875000 0.0728570477655678 0.0551379377777778 0.0692687123148148 39 2.76982e-05 -1.57023 29 2.67607e-05 -1.14981 22 2.93755e-05 -0.947786 0.000269297 0.0136462 0.00685992
chrX 4875001 4950000 0.0751190558541194 0.0935760489246511 0.104736792404541 43 3.0018e-05 -1.72039 27 2.70516e-05 -1.10744 27 2.45845e-05 -1.48236 0.0335656 0.0353174 0.0013492
chrX 4950001 5025000 0.0862821299836693 0.111877830892624 0.062911472390481 67 7.17308e-05 -1.24129 72 7.1526e-05 -1.31878 52 9.20415e-05 -0.49798 0.0214627 -3.0409e-05 0.0116462
chrX 5025001 5100000 0.0866001065151515 0.0801002380952381 0.0338216930555556 35 1.60651e-05 -2.01647 28 1.73912e-05 -1.59762 22 1.6396e-05 -1.31481 -0.00401595 -0.00188977 -0.00287818
chrX 5100001 5175000 0.0748960713392857 0.0774125676190476 0.0768424775 26 1.4083e-05 -1.8598 18 1.41796e-05 -1.23727 11 1.56085e-05 -0.643046 -0.00565012 0.00323792 -0.00229224
chrX 5175001 5250000 0.105587647513237 0.0965990709722222 0.0720005188242131 26 3.65845e-05 -0.30348 19 3.97021e-05 0.63814 17 4.28542e-05 0.851099 -0.00429227 0.00504046 -0.00318616
chrX 5250001 5325000 0.112195947555206 0.0745618613203463 0.124204123641002 47 4.09144e-05 -1.47346 37 3.66427e-05 -1.19377 23 4.17072e-05 -0.244847 0.000524299 0.00457403 0.00557638
chrX 5325001 5400000 0.110556172879759 0.0495989893571429 0.128803624978632 30 1.88503e-05 -1.87419 26 1.81664e-05 -1.73961 22 1.61506e-05 -1.84993 0.009952 -0.00425047 0.00882433
chrX 5400001 5475000 0.130378706993284 0.0682964884747788 0.0650233533654573 48 3.01258e-05 -1.82978 32 2.46458e-05 -1.43945 27 2.6992e-05 -1.35309 -0.000640497 0.034497 0.0117869
chrX 5475001 5550000 0.0858195382977158 0.052461443383223 0.0596653633573371 76 7.28753e-05 -1.26938 56 7.53744e-05 -0.566325 48 7.84183e-05 -0.397766 0.00805583 0.0159203 0.00688843
chrX 5550001 5625000 0.052929638 0.10754558 0.0832673066666667 22 9.00856e-06 -1.97123 24 7.52057e-06 -2.16708 17 1.01277e-05 -1.59031 0.00607317 0.00194548 0.0421179
chrX 5625001 5700000 0.0889548082534374 0.0875550831228218 0.0608491911265644 28 3.66678e-05 -0.266345 34 3.70183e-05 -0.646371 19 3.42135e-05 0.303176 0.00638881 -0.00592331 0.00568496
chrX 5700001 5775000 0.0553135969277067 0.0998560256972638 0.063932922014975 37 5.19688e-05 -0.832931 41 4.9766e-05 -1.04793 32 5.26895e-05 -0.753779 0.00205199 0.0101006 0.0113032
chrX 5775001 5850000 0.0711123481042265 0.0573220024603577 0.0649440374107349 52 6.57876e-05 -0.824159 52 6.47411e-05 -0.888323 44 7.01487e-05 -0.789983 0.0294132 0.0132298 0.00378208
chrX 5850001 5925000 0.0924037479270834 0.0767355447995065 0.0740168491958657 123 0.000116881 -1.45982 109 0.000113379 -1.27936 83 0.000122217 -1.04292 0.00829504 0.00160786 0.00289644
chrX 5925001 6e+06 0.148672959223485 0.186592660748299 0.225707926258503 35 3.91838e-05 -1.11935 38 3.52864e-05 -1.35231 17 3.62055e-05 -0.0462974 0.0115009 0.0048567 0.00909713
chrX 6000001 6075000 0.05157428 0.02578975 NA 22 1.22289e-05 -1.69659 16 9.21604e-06 -1.38797 16 1.16468e-05 -1.50007 -0.00127349 -0.00218732 -0.00470815
chrX 6075001 6150000 0.0326482 0.0654705474404762 0.04931056 15 6.67833e-06 -1.93175 18 6.63919e-06 -2.05266 11 6.80322e-06 -1.73827 -0.00163859 5.77064e-05 0.00542712
chrX 6150001 6225000 0.110047826959519 0.106096262067744 0.0929289191405568 63 4.75981e-05 -1.58578 78 5.43844e-05 -1.69368 46 6.17251e-05 -0.875009 0.00266311 0.00661026 0.00281208
chrX 6225001 6300000 0.0638281173361823 0.0836277280213904 0.0712160020833333 27 2.46609e-05 -1.38683 34 2.73628e-05 -1.52325 21 2.76286e-05 -1.06077 -0.0032967 -0.00210554 -0.00141779
chrX 6375001 6450000 0.14116285875 0.107478551944444 0.0519797285714286 37 1.63644e-05 -2.10683 23 1.54321e-05 -1.64169 23 1.40342e-05 -1.90196 0.0265387 0.0104449 0.00162858
chrX 6450001 6525000 0.151541701284192 0.0529475378624847 0.0635280939529915 66 3.09923e-05 -2.11612 58 2.85111e-05 -2.0594 33 3.24162e-05 -1.60166 0.0035531 0.00202308 0.00765215
chrX 6525001 6600000 0.102034280952381 0.0913040308571429 0.122224985714286 27 1.85847e-05 -1.85271 25 2.23416e-05 -1.53225 19 1.82205e-05 -1.54857 -0.000353864 0.0121008 0.0115472
chrX 6600001 6675000 0.0810182454978355 0.0476251512368584 0.0449816122201872 30 1.83577e-05 -1.63517 34 1.83006e-05 -1.7373 15 2.4153e-05 -0.532961 0.0116324 0.0212433 0.000972894
chrX 6675001 6750000 0.333318375595238 0.27235511265873 0.294794342887205 26 1.80135e-05 -1.70635 31 2.143e-05 -1.63302 22 1.88083e-05 -1.39181 0.0297221 0.0163987 0.0056349
chrX 6750001 6825000 0.131283719879227 0.0918326698352417 0.0735405959820252 45 1.72539e-05 -2.1358 44 2.13712e-05 -1.9472 36 2.32646e-05 -1.98452 0.0278557 -0.00276346 0.0131011
chrX 6825001 6900000 0.0849217399318654 0.0686189055210969 0.0440232192929735 73 7.29534e-05 -1.37125 73 7.29804e-05 -1.32089 53 8.0724e-05 -0.846695 0.00703355 0.0188113 0.00657906
chrX 6900001 6975000 0.130787229105836 0.0653801974965542 0.082942623924789 40 3.44456e-05 -1.18046 33 3.36628e-05 -0.699754 30 3.62322e-05 -0.861981 0.0224603 -0.00155783 0.00831933
chrX 6975001 7050000 0.160928766166221 0.0943085174871697 0.113267578590729 53 3.71383e-05 -1.64743 41 3.75501e-05 -1.20933 43 4.3549e-05 -1.38704 0.0146928 0.00363586 0.00482226
chrX 7050001 7125000 0.0745746120267137 0.0480311596853742 0.0650927352730995 30 1.53005e-05 -1.82122 23 1.40132e-05 -1.52258 17 1.639e-05 -1.16496 0.0254021 -0.00738356 0.0258792
chrX 7125001 7200000 0.0898701752501446 0.102009828051655 0.0967810249206349 46 3.76284e-05 -1.56913 53 3.93354e-05 -1.68023 43 4.32771e-05 -1.60095 0.000752109 0.000338909 -1.22662e-05
chrX 7200001 7275000 0.0892925278716696 0.0584280721239513 0.0510630294963188 53 3.28839e-05 -1.78113 50 3.2204e-05 -1.63373 34 3.74313e-05 -1.38233 -0.00109608 -0.0042343 6.60078e-05
chrX 7275001 7350000 0.103983890408256 0.127776047961266 0.0895019155024547 37 5.16608e-05 -0.314169 37 5.28155e-05 -0.268529 31 7.01252e-05 0.207979 0.0261992 0.0304653 0.000632018
chrX 7350001 7425000 0.0896914375108334 0.0899804523181818 0.0859045904411977 31 3.26873e-05 -1.05343 34 3.32726e-05 -1.05113 22 2.53128e-05 -0.610881 0.209288 0.0739339 0.0432135
chrX 7425001 7500000 0.106224491851852 0.0351227466666667 0.105692631666667 36 3.10079e-05 -1.49249 41 2.67203e-05 -1.77249 32 2.89318e-05 -1.64695 -0.000743458 -0.00406369 0.00585706
chrX 7500001 7575000 0.02324574 0.0228599958333333 0.0861306527777778 17 5.9155e-06 -2.07581 13 6.69515e-06 -1.69432 10 7.05067e-06 -1.493 0.0961601 0.0671585 -0.00229746
chrX 7575001 7650000 0.0901467825918603 0.0792663102134503 0.0690577218016194 25 4.15137e-05 -0.374239 30 4.42385e-05 -0.623616 25 4.87824e-05 -0.270054 9.18083e-05 -0.00165804 0.000431081
chrX 7650001 7725000 0.105123486688312 0.0924555525 0.23219537 24 3.20212e-05 -0.810935 28 3.16945e-05 -1.1749 14 3.07712e-05 -0.075387 0.00856933 0.0188701 0.00512787
chrX 7725001 7800000 0.0269773166666667 NA 0.0258255571428571 5 4.95408e-06 -1.0317 9 3.99035e-06 -1.72838 4 3.96405e-06 -1.01963 -0.0027269 0.0117695 0.00125497
chrX 7875001 7950000 0.227687011294643 0.099873489375 0.120696173941799 18 7.50923e-06 -1.76686 21 8.50096e-06 -1.87843 18 1.05574e-05 -1.75199 0.00587495 -0.00499992 0.0106989
chrX 7950001 8025000 0.229622270340909 0.0639223633333333 0.097894474702381 31 2.00214e-05 -1.7817 27 1.89415e-05 -1.59962 17 2.13134e-05 -1.03741 0.00704654 0.0287845 0.0390039
chrX 8100001 8175000 0.070367502 0.0324915257575758 0.0553751403333333 28 1.63368e-05 -1.86321 31 1.81625e-05 -1.85986 22 1.89336e-05 -1.52203 -0.00661942 -0.00523503 0.000108163
chrX 8175001 8250000 0.0922566290789474 0.14536058 0.0357809616666667 20 1.11728e-05 -1.82425 20 1.19247e-05 -1.72811 13 1.16913e-05 -1.41386 0.0135419 0.0500307 0.00609565
chrX 8250001 8325000 0.0770609030443723 0.0930412404430826 0.0851492787785594 41 3.57453e-05 -1.5125 50 3.72587e-05 -1.68468 26 3.67428e-05 -0.797676 0.0193908 -0.00140062 0.014173
chrX 8325001 8400000 0.210151886789702 0.132343369065206 0.135201602708333 23 3.15305e-05 -0.385692 20 3.37976e-05 0.212223 14 4.07999e-05 0.962075 0.0792032 0.0381681 0.0178535
chrX 8400001 8475000 0.0935272492017184 0.111493461305162 0.058844379042624 34 2.77898e-05 -1.39564 27 2.40192e-05 -0.999945 22 2.4671e-05 -0.934403 0.00765904 0.020424 0.00741525
chrX 8475001 8550000 0.255578626507937 0.0969685620079183 0.166961819035113 43 1.85416e-05 -2.06651 45 3.73191e-05 -1.42422 32 2.86389e-05 -1.57409 0.0199754 0.037737 0.0100195
chrX 8550001 8625000 0.169828473384575 0.0980786925749559 0.0990535584087787 36 3.17832e-05 -1.40048 41 3.55755e-05 -1.38363 24 3.50053e-05 -0.59727 0.00872685 0.0167646 -0.0014145
chrX 8625001 8700000 0.185259628909314 0.22280341345679 0.0651987746608947 26 1.64148e-05 -1.8768 27 1.69254e-05 -1.84579 16 1.57305e-05 -1.42516 0.0813223 0.0166253 0.0268701
chrX 8700001 8775000 0.121761296592197 0.097365124245671 0.109281523822011 48 2.53819e-05 -2.11931 44 3.22392e-05 -1.74738 30 3.99738e-05 -1.11951 0.0542517 0.0210637 0.012821
chrX 8775001 8850000 0.148363662842925 0.132971431142794 0.0978611580552472 40 3.5137e-05 -1.39803 40 3.54423e-05 -1.32942 32 4.22672e-05 -0.961368 0.00686819 -0.000768313 0.00172957
chrX 8850001 8925000 0.103325980709596 0.0723032662481962 0.0512457864880952 49 2.49311e-05 -2.04585 38 2.41857e-05 -1.75063 23 2.94974e-05 -1.03114 0.00593581 0.00872916 0.00130078
